entity_id,counterparty_id
ENT-034337,CP-022658
ENT-035632,CP-032053
ENT-009352,CP-041689
ENT-009785,CP-057445
ENT-031696,CP-045987
ENT-087674,CP-056906
ENT-048196,CP-060169
ENT-010982,CP-061956
ENT-029247,CP-056101
ENT-059326,CP-000704
ENT-082702,CP-019675
ENT-066469,CP-003458
ENT-033930,CP-003944
ENT-001104,CP-060928
ENT-014985,CP-043968
ENT-057326,CP-016020
ENT-039304,CP-005787
ENT-076130,CP-024417
ENT-080990,CP-048019
ENT-044221,CP-046679
ENT-081125,CP-015365
ENT-056578,CP-029289
ENT-056030,CP-001830
ENT-000454,CP-047626
ENT-013312,CP-000936
ENT-022864,CP-064881
ENT-053053,CP-020063
ENT-065085,CP-036384
ENT-028908,CP-040161
ENT-005339,CP-054357
ENT-042234,CP-022643
ENT-065425,CP-068893
ENT-014067,CP-063144
ENT-084631,CP-060048
ENT-090031,CP-013036
ENT-082010,CP-033927
ENT-061960,CP-032044
ENT-068534,CP-031247
ENT-028440,CP-049946
ENT-011393,CP-065073
ENT-062979,CP-012194
ENT-051230,CP-035381
ENT-011004,CP-050037
ENT-072162,CP-058384
ENT-019835,CP-057591
ENT-030992,CP-007654
ENT-088775,CP-045508
ENT-021982,CP-040608
ENT-083205,CP-064293
ENT-019421,CP-044494
ENT-091936,CP-025818
ENT-003681,CP-044375
ENT-060630,CP-051471
ENT-083046,CP-021196
ENT-048795,CP-023899
ENT-067156,CP-009507
ENT-060127,CP-011626
ENT-003159,CP-030761
ENT-061723,CP-040106
ENT-070755,CP-068344
ENT-018157,CP-043911
ENT-017185,CP-063133
ENT-040686,CP-041051
ENT-083471,CP-013341
ENT-088608,CP-014815
ENT-066433,CP-057652
ENT-008386,CP-014478
ENT-090702,CP-032445
ENT-012612,CP-058735
ENT-031627,CP-068440
ENT-072696,CP-052793
ENT-027212,CP-063930
ENT-091558,CP-031578
ENT-046055,CP-064447
ENT-035532,CP-063493
ENT-056524,CP-019821
ENT-091213,CP-018466
ENT-084882,CP-018998
ENT-048115,CP-034668
ENT-044321,CP-066573
ENT-089037,CP-068725
ENT-005785,CP-014905
ENT-052574,CP-031913
ENT-017197,CP-014372
ENT-097995,CP-023619
ENT-085279,CP-004971
ENT-020962,CP-069491
ENT-047719,CP-039098
ENT-050084,CP-010344
ENT-061319,CP-049317
ENT-027866,CP-010046
ENT-032213,CP-026097
ENT-083365,CP-005914
ENT-081631,CP-006637
ENT-004233,CP-028907
ENT-082896,CP-060962
ENT-003958,CP-007447
ENT-014963,CP-024043
ENT-069995,CP-006345
ENT-064495,CP-056570
ENT-016549,CP-003240
ENT-053599,CP-063967
ENT-053431,CP-062241
ENT-095254,CP-049299
ENT-030183,CP-043969
ENT-099004,CP-053782
ENT-007391,CP-021481
ENT-069496,CP-055759
ENT-039016,CP-052031
ENT-011674,CP-042599
ENT-027981,CP-034998
ENT-024766,CP-019227
ENT-063097,CP-032017
ENT-085750,CP-008045
ENT-012798,CP-032194
ENT-000102,CP-027642
ENT-073185,CP-009451
ENT-018007,CP-047888
ENT-025482,CP-042887
ENT-008567,CP-032842
ENT-098734,CP-040046
ENT-031923,CP-055953
ENT-072924,CP-069723
ENT-037875,CP-043129
ENT-066711,CP-007291
ENT-096643,CP-008278
ENT-032572,CP-031435
ENT-094878,CP-016820
ENT-056500,CP-041817
ENT-035017,CP-013639
ENT-061437,CP-015550
ENT-016415,CP-029245
ENT-070523,CP-069048
ENT-082543,CP-062238
ENT-026842,CP-067821
ENT-091541,CP-056357
ENT-005178,CP-029553
ENT-012157,CP-048863
ENT-088837,CP-014767
ENT-059565,CP-010440
ENT-055394,CP-020421
ENT-080490,CP-065396
ENT-026834,CP-017538
ENT-041112,CP-024818
ENT-006095,CP-027451
ENT-073400,CP-026258
ENT-088697,CP-067558
ENT-056971,CP-061528
ENT-011708,CP-067649
ENT-001287,CP-028139
ENT-051723,CP-045527
ENT-023139,CP-035916
ENT-039881,CP-025813
ENT-037932,CP-060612
ENT-040687,CP-054307
ENT-079269,CP-061606
ENT-098021,CP-005671
ENT-044812,CP-033208
ENT-062113,CP-020268
ENT-096566,CP-020086
ENT-006299,CP-013818
ENT-067892,CP-034581
ENT-026669,CP-042671
ENT-085255,CP-018838
ENT-079219,CP-027256
ENT-007081,CP-051433
ENT-002549,CP-026534
ENT-024082,CP-069319
ENT-071215,CP-046893
ENT-042301,CP-026026
ENT-091972,CP-002034
ENT-006335,CP-028230
ENT-095003,CP-030361
ENT-017620,CP-008391
ENT-025398,CP-066217
ENT-001525,CP-008601
ENT-062773,CP-050832
ENT-087768,CP-001953
ENT-030297,CP-036380
ENT-058513,CP-000355
ENT-027220,CP-054405
ENT-003430,CP-047372
ENT-064404,CP-003498
ENT-035773,CP-053459
ENT-013068,CP-020966
ENT-065546,CP-002442
ENT-054037,CP-062765
ENT-086045,CP-018364
ENT-006904,CP-051124
ENT-079504,CP-025238
ENT-094337,CP-017394
ENT-069047,CP-025102
ENT-036983,CP-008649
ENT-075669,CP-000635
ENT-067810,CP-035216
ENT-094069,CP-015227
ENT-090411,CP-015216
ENT-044043,CP-062943
ENT-033424,CP-046708
ENT-014592,CP-041602
ENT-086353,CP-014595
ENT-010092,CP-030950
ENT-006735,CP-055631
ENT-090820,CP-027604
ENT-072325,CP-006901
ENT-096810,CP-056150
ENT-096561,CP-059810
ENT-034584,CP-010124
ENT-072268,CP-054325
ENT-039264,CP-023796
ENT-090588,CP-031923
ENT-001920,CP-045617
ENT-045923,CP-020492
ENT-018406,CP-068065
ENT-018773,CP-028542
ENT-003634,CP-007255
ENT-065612,CP-056573
ENT-095877,CP-068338
ENT-035805,CP-021488
ENT-058965,CP-021187
ENT-086859,CP-058888
ENT-087190,CP-014397
ENT-026184,CP-013250
ENT-086660,CP-002364
ENT-024155,CP-029002
ENT-082291,CP-050585
ENT-008587,CP-069119
ENT-053796,CP-022564
ENT-023523,CP-011220
ENT-022846,CP-031820
ENT-029730,CP-028744
ENT-020585,CP-025533
ENT-000788,CP-010386
ENT-051085,CP-028520
ENT-010137,CP-048204
ENT-021164,CP-011403
ENT-019712,CP-031325
ENT-093817,CP-029430
ENT-090044,CP-053463
ENT-065223,CP-065101
ENT-013556,CP-011302
ENT-007161,CP-020061
ENT-008204,CP-039806
ENT-053952,CP-058689
ENT-003481,CP-066089
ENT-051731,CP-009087
ENT-040325,CP-014937
ENT-068285,CP-016778
ENT-066756,CP-008810
ENT-010912,CP-039533
ENT-020831,CP-052738
ENT-061405,CP-061875
ENT-099379,CP-052415
ENT-046317,CP-006369
ENT-007403,CP-054756
ENT-007882,CP-052953
ENT-030336,CP-045235
ENT-033866,CP-021742
ENT-088316,CP-038200
ENT-043984,CP-020882
ENT-042294,CP-065149
ENT-059591,CP-043397
ENT-076791,CP-058170
ENT-016423,CP-016796
ENT-073945,CP-053002
ENT-033949,CP-010831
ENT-073134,CP-039201
ENT-050753,CP-062516
ENT-090921,CP-034987
ENT-007837,CP-017247
ENT-049273,CP-043695
ENT-060033,CP-031439
ENT-038670,CP-003489
ENT-016983,CP-060595
ENT-007659,CP-061356
ENT-028259,CP-055589
ENT-074742,CP-027511
ENT-004625,CP-058925
ENT-064822,CP-036769
ENT-059676,CP-039008
ENT-042035,CP-061530
ENT-016908,CP-010240
ENT-008538,CP-020728
ENT-029253,CP-065536
ENT-090875,CP-023505
ENT-063748,CP-018185
ENT-037443,CP-003591
ENT-052554,CP-051615
ENT-005668,CP-068361
ENT-044711,CP-015832
ENT-039921,CP-049788
ENT-052954,CP-042687
ENT-001532,CP-053728
ENT-089748,CP-016529
ENT-047693,CP-054392
ENT-032245,CP-018420
ENT-023792,CP-031935
ENT-041611,CP-024150
ENT-029877,CP-039600
ENT-033494,CP-036969
ENT-083138,CP-046609
ENT-050900,CP-002102
ENT-093159,CP-060537
ENT-033452,CP-069548
ENT-010230,CP-034744
ENT-006126,CP-066615
ENT-073238,CP-020164
ENT-018791,CP-018954
ENT-045977,CP-013015
ENT-027781,CP-009285
ENT-020468,CP-068655
ENT-025892,CP-069031
ENT-032098,CP-026947
ENT-059118,CP-007626
ENT-018088,CP-039094
ENT-078583,CP-061686
ENT-080930,CP-012957
ENT-043154,CP-001690
ENT-005360,CP-061839
ENT-016729,CP-026642
ENT-043852,CP-038342
ENT-090069,CP-062845
ENT-026948,CP-014222
ENT-062500,CP-056435
ENT-085047,CP-052134
ENT-019958,CP-015366
ENT-093491,CP-009385
ENT-056478,CP-067694
ENT-047385,CP-027386
ENT-041385,CP-063528
ENT-020399,CP-005737
ENT-067814,CP-052318
ENT-002681,CP-021317
ENT-007435,CP-054483
ENT-016951,CP-065921
ENT-078192,CP-044774
ENT-037449,CP-029131
ENT-039853,CP-000072
ENT-020400,CP-038311
ENT-002448,CP-010663
ENT-013853,CP-054694
ENT-060051,CP-027389
ENT-079523,CP-025990
ENT-018702,CP-069149
ENT-031640,CP-038566
ENT-056616,CP-056392
ENT-046501,CP-059912
ENT-002395,CP-027519
ENT-072097,CP-022978
ENT-061846,CP-033554
ENT-087614,CP-029420
ENT-068105,CP-033176
ENT-025316,CP-029667
ENT-037776,CP-022178
ENT-024007,CP-056915
ENT-074609,CP-034680
ENT-086523,CP-003397
ENT-030238,CP-053346
ENT-042791,CP-055736
ENT-089915,CP-054030
ENT-071759,CP-064691
ENT-067706,CP-010805
ENT-032593,CP-017846
ENT-054507,CP-049047
ENT-052299,CP-014318
ENT-069232,CP-021047
ENT-020563,CP-057655
ENT-095378,CP-043017
ENT-024870,CP-013261
ENT-015766,CP-029071
ENT-081025,CP-013799
ENT-096407,CP-005963
ENT-082175,CP-011091
ENT-095275,CP-049851
ENT-031142,CP-044514
ENT-042085,CP-063081
ENT-080013,CP-005300
ENT-018843,CP-020130
ENT-084159,CP-006514
ENT-076887,CP-015373
ENT-085304,CP-057233
ENT-096869,CP-069884
ENT-028392,CP-055701
ENT-094414,CP-022091
ENT-062858,CP-026875
ENT-033004,CP-043125
ENT-026909,CP-032755
ENT-001655,CP-015645
ENT-084622,CP-062778
ENT-013210,CP-006061
ENT-098777,CP-064395
ENT-027205,CP-057566
ENT-022646,CP-069127
ENT-012475,CP-015259
ENT-075969,CP-053105
ENT-015693,CP-039006
ENT-004075,CP-025462
ENT-029181,CP-001790
ENT-082695,CP-013014
ENT-017371,CP-023884
ENT-032645,CP-028719
ENT-066646,CP-009245
ENT-087622,CP-024184
ENT-012809,CP-004053
ENT-064389,CP-019098
ENT-069442,CP-056765
ENT-019428,CP-042578
ENT-072542,CP-038718
ENT-061491,CP-040495
ENT-017433,CP-015691
ENT-024461,CP-051447
ENT-087063,CP-015353
ENT-079329,CP-030497
ENT-075211,CP-011259
ENT-002492,CP-036018
ENT-044290,CP-006038
ENT-078381,CP-040000
ENT-000898,CP-052236
ENT-082114,CP-059391
ENT-091628,CP-023508
ENT-093241,CP-068824
ENT-099074,CP-068585
ENT-012030,CP-012925
ENT-063188,CP-029877
ENT-047969,CP-055877
ENT-059990,CP-045158
ENT-059935,CP-057821
ENT-038027,CP-058690
ENT-018090,CP-040064
ENT-011529,CP-014544
ENT-055782,CP-034771
ENT-015580,CP-054786
ENT-033237,CP-017069
ENT-089267,CP-005670
ENT-070060,CP-067954
ENT-087256,CP-040335
ENT-049830,CP-051937
ENT-070268,CP-001250
ENT-012061,CP-043470
ENT-097638,CP-044299
ENT-099071,CP-009407
ENT-056423,CP-057592
ENT-039684,CP-002999
ENT-047434,CP-003854
ENT-060147,CP-005530
ENT-027972,CP-015024
ENT-099240,CP-037794
ENT-093278,CP-062161
ENT-067107,CP-041803
ENT-091390,CP-041297
ENT-045177,CP-055388
ENT-093856,CP-040947
ENT-072047,CP-061954
ENT-000926,CP-009453
ENT-034639,CP-020141
ENT-099371,CP-008304
ENT-061780,CP-022096
ENT-059732,CP-043146
ENT-098673,CP-007789
ENT-042983,CP-065499
ENT-001064,CP-068779
ENT-001922,CP-034320
ENT-014518,CP-016931
ENT-077143,CP-008685
ENT-044600,CP-040568
ENT-092879,CP-047487
ENT-070152,CP-024964
ENT-024112,CP-030370
ENT-087940,CP-047513
ENT-014951,CP-058155
ENT-029963,CP-032595
ENT-082747,CP-066683
ENT-045389,CP-037044
ENT-054689,CP-052579
ENT-025395,CP-018887
ENT-036682,CP-032000
ENT-008328,CP-006778
ENT-037934,CP-018542
ENT-017159,CP-061061
ENT-003094,CP-058900
ENT-040324,CP-031550
ENT-009858,CP-007801
ENT-005773,CP-047588
ENT-074212,CP-002041
ENT-004046,CP-040663
ENT-059826,CP-060899
ENT-007626,CP-003973
ENT-040908,CP-030444
ENT-062127,CP-011993
ENT-099728,CP-040749
ENT-065902,CP-028432
ENT-027581,CP-019993
ENT-074833,CP-056861
ENT-016665,CP-056409
ENT-090603,CP-009958
ENT-089111,CP-050002
ENT-019469,CP-007534
ENT-026536,CP-026782
ENT-052961,CP-052292
ENT-024355,CP-009947
ENT-072995,CP-001071
ENT-098642,CP-008128
ENT-058063,CP-035018
ENT-073509,CP-001303
ENT-057690,CP-057028
ENT-008566,CP-009420
ENT-035826,CP-001105
ENT-056078,CP-025913
ENT-006705,CP-050827
ENT-082979,CP-065351
ENT-011655,CP-041747
ENT-012505,CP-063344
ENT-008492,CP-019415
ENT-045675,CP-030376
ENT-049515,CP-043305
ENT-060001,CP-034250
ENT-077738,CP-016980
ENT-056515,CP-028125
ENT-082618,CP-069470
ENT-095658,CP-018556
ENT-040537,CP-061927
ENT-079315,CP-010959
ENT-036225,CP-028782
ENT-081079,CP-034107
ENT-041008,CP-051761
ENT-080522,CP-046884
ENT-086946,CP-009364
ENT-070723,CP-004895
ENT-071657,CP-014633
ENT-084329,CP-067717
ENT-068599,CP-064343
ENT-017833,CP-057799
ENT-006158,CP-016130
ENT-002689,CP-044782
ENT-037507,CP-054834
ENT-053101,CP-055422
ENT-091596,CP-021861
ENT-024129,CP-006990
ENT-049490,CP-037888
ENT-089441,CP-003934
ENT-016429,CP-028412
ENT-032706,CP-046489
ENT-044869,CP-020949
ENT-000787,CP-055485
ENT-024964,CP-068986
ENT-082184,CP-032055
ENT-042458,CP-010126
ENT-085843,CP-060208
ENT-065412,CP-061926
ENT-052989,CP-045943
ENT-093127,CP-047336
ENT-038494,CP-012417
ENT-001427,CP-026658
ENT-006925,CP-034503
ENT-014917,CP-018038
ENT-067999,CP-041711
ENT-003100,CP-069151
ENT-034520,CP-018679
ENT-087620,CP-064753
ENT-090698,CP-043557
ENT-006755,CP-058099
ENT-074404,CP-025331
ENT-086778,CP-041454
ENT-056206,CP-014433
ENT-073883,CP-050041
ENT-000393,CP-046090
ENT-013400,CP-062750
ENT-005157,CP-037046
ENT-015406,CP-057969
ENT-064028,CP-008584
ENT-037671,CP-056262
ENT-006343,CP-001829
ENT-044011,CP-016071
ENT-087395,CP-014019
ENT-081033,CP-029575
ENT-031838,CP-051905
ENT-044553,CP-038393
ENT-005462,CP-052348
ENT-065041,CP-049966
ENT-096122,CP-004726
ENT-031027,CP-007408
ENT-048646,CP-063161
ENT-086049,CP-054315
ENT-080030,CP-056820
ENT-052000,CP-044362
ENT-043964,CP-051602
ENT-021060,CP-049390
ENT-031305,CP-053173
ENT-019046,CP-015708
ENT-086884,CP-018228
ENT-086783,CP-059105
ENT-084426,CP-069168
ENT-077515,CP-031714
ENT-094688,CP-043139
ENT-095341,CP-015568
ENT-081796,CP-007694
ENT-086133,CP-047968
ENT-015139,CP-036197
ENT-006427,CP-048999
ENT-046587,CP-008960
ENT-035621,CP-037666
ENT-081976,CP-024484
ENT-096110,CP-049148
ENT-048437,CP-011098
ENT-092013,CP-017967
ENT-044826,CP-016206
ENT-038025,CP-064712
ENT-082848,CP-000614
ENT-079975,CP-006918
ENT-001516,CP-010197
ENT-020851,CP-054458
ENT-029071,CP-060279
ENT-077111,CP-023842
ENT-077129,CP-048067
ENT-057008,CP-054091
ENT-037955,CP-034271
ENT-051029,CP-036344
ENT-090614,CP-063111
ENT-074145,CP-019097
ENT-087554,CP-034193
ENT-061650,CP-069836
ENT-094142,CP-043577
ENT-072376,CP-064236
ENT-011485,CP-061054
ENT-056516,CP-046228
ENT-042157,CP-002339
ENT-039395,CP-031755
ENT-080602,CP-060667
ENT-080462,CP-060804
ENT-076443,CP-020550
ENT-053273,CP-021903
ENT-036649,CP-059565
ENT-095530,CP-026683
ENT-014915,CP-064427
ENT-034104,CP-045843
ENT-013909,CP-050948
ENT-045758,CP-040473
ENT-051002,CP-006608
ENT-035772,CP-019442
ENT-038920,CP-050998
ENT-051382,CP-036038
ENT-061795,CP-019927
ENT-090931,CP-069778
ENT-038436,CP-019014
ENT-027227,CP-015471
ENT-007193,CP-039501
ENT-024551,CP-055368
ENT-000510,CP-042779
ENT-040493,CP-023109
ENT-005889,CP-014746
ENT-000996,CP-031804
ENT-066778,CP-066586
ENT-041915,CP-002126
ENT-033597,CP-036522
ENT-080946,CP-065493
ENT-016377,CP-011163
ENT-065272,CP-058274
ENT-024338,CP-066246
ENT-047640,CP-006522
ENT-087541,CP-043831
ENT-016203,CP-033623
ENT-012961,CP-013607
ENT-096185,CP-015315
ENT-018825,CP-054559
ENT-083379,CP-055014
ENT-018961,CP-020428
ENT-037438,CP-003685
ENT-095927,CP-005218
ENT-023409,CP-008700
ENT-056338,CP-020048
ENT-074413,CP-068026
ENT-096733,CP-008411
ENT-015238,CP-022225
ENT-086441,CP-065069
ENT-014277,CP-061129
ENT-027861,CP-017934
ENT-007427,CP-013683
ENT-000623,CP-024920
ENT-027061,CP-064612
ENT-079571,CP-009711
ENT-020178,CP-016781
ENT-093479,CP-008312
ENT-023820,CP-066585
ENT-028690,CP-068021
ENT-078607,CP-012418
ENT-035965,CP-061901
ENT-050120,CP-061644
ENT-001813,CP-048209
ENT-057381,CP-009969
ENT-017179,CP-049321
ENT-008644,CP-023757
ENT-098007,CP-069947
ENT-063827,CP-017853
ENT-060757,CP-031848
ENT-054503,CP-000626
ENT-049316,CP-004490
ENT-001739,CP-023181
ENT-096385,CP-056465
ENT-071024,CP-012951
ENT-060644,CP-025629
ENT-035543,CP-058786
ENT-085031,CP-043089
ENT-050103,CP-021753
ENT-083951,CP-066714
ENT-025121,CP-006640
ENT-069904,CP-048990
ENT-082398,CP-047154
ENT-069546,CP-057704
ENT-075572,CP-057606
ENT-092386,CP-036190
ENT-082046,CP-064958
ENT-023571,CP-065213
ENT-039502,CP-017809
ENT-049684,CP-059513
ENT-099877,CP-015493
ENT-011395,CP-045635
ENT-092314,CP-039621
ENT-000231,CP-016927
ENT-024376,CP-032572
ENT-056174,CP-048386
ENT-036824,CP-052287
ENT-058356,CP-056167
ENT-078587,CP-058055
ENT-054977,CP-056246
ENT-056965,CP-005517
ENT-094490,CP-042512
ENT-022052,CP-058945
ENT-071849,CP-026561
ENT-087061,CP-014646
ENT-061251,CP-005335
ENT-075587,CP-060583
ENT-024745,CP-007575
ENT-019011,CP-060231
ENT-002429,CP-013610
ENT-057917,CP-054675
ENT-076609,CP-008684
ENT-083468,CP-052627
ENT-000177,CP-034147
ENT-083814,CP-037782
ENT-028835,CP-034053
ENT-036281,CP-006114
ENT-042631,CP-016131
ENT-040649,CP-052048
ENT-004381,CP-001014
ENT-025999,CP-024675
ENT-052034,CP-037757
ENT-078622,CP-013062
ENT-057168,CP-018101
ENT-078498,CP-025738
ENT-056408,CP-030348
ENT-011785,CP-069715
ENT-041968,CP-060338
ENT-007166,CP-007890
ENT-017727,CP-037435
ENT-040841,CP-005863
ENT-056184,CP-024091
ENT-007275,CP-041343
ENT-014485,CP-041095
ENT-018399,CP-059961
ENT-020580,CP-051474
ENT-091633,CP-058033
ENT-030617,CP-026614
ENT-073590,CP-065995
ENT-016466,CP-023652
ENT-041674,CP-006867
ENT-021356,CP-005200
ENT-015371,CP-024685
ENT-033701,CP-051179
ENT-072827,CP-043142
ENT-023152,CP-059853
ENT-030681,CP-039225
ENT-027314,CP-032182
ENT-035035,CP-051031
ENT-086052,CP-049879
ENT-021121,CP-055560
ENT-004877,CP-019811
ENT-055451,CP-000684
ENT-064406,CP-043746
ENT-058432,CP-030580
ENT-014943,CP-016396
ENT-039291,CP-065544
ENT-079216,CP-002932
ENT-099923,CP-043268
ENT-037364,CP-042996
ENT-097235,CP-037029
ENT-027481,CP-065701
ENT-030875,CP-026897
ENT-061582,CP-016125
ENT-042118,CP-014704
ENT-033087,CP-018659
ENT-035316,CP-020662
ENT-089819,CP-003843
ENT-081162,CP-015385
ENT-062778,CP-036527
ENT-091755,CP-053887
ENT-045139,CP-034067
ENT-022282,CP-036276
ENT-058426,CP-040382
ENT-040889,CP-029616
ENT-066256,CP-017613
ENT-033204,CP-025826
ENT-048016,CP-038877
ENT-076410,CP-048238
ENT-033356,CP-011544
ENT-099008,CP-036937
ENT-057991,CP-005020
ENT-088314,CP-016563
ENT-010399,CP-030276
ENT-030882,CP-044016
ENT-014131,CP-020245
ENT-001499,CP-060889
ENT-071463,CP-056475
ENT-089707,CP-008392
ENT-082925,CP-053468
ENT-074229,CP-044294
ENT-099404,CP-036051
ENT-042563,CP-046292
ENT-068643,CP-005739
ENT-082955,CP-066216
ENT-073836,CP-047667
ENT-070773,CP-013129
ENT-093406,CP-037737
ENT-014392,CP-008664
ENT-002708,CP-023704
ENT-095731,CP-019995
ENT-069844,CP-032847
ENT-040967,CP-051739
ENT-070951,CP-008755
ENT-009398,CP-033776
ENT-086890,CP-066724
ENT-064232,CP-064595
ENT-056328,CP-046506
ENT-024046,CP-002128
ENT-038652,CP-045960
ENT-052792,CP-058518
ENT-064033,CP-045995
ENT-015554,CP-007949
ENT-098877,CP-054314
ENT-009225,CP-006842
ENT-033428,CP-003649
ENT-070782,CP-011046
ENT-058197,CP-059128
ENT-021704,CP-063048
ENT-090148,CP-018164
ENT-006661,CP-066118
ENT-057649,CP-064671
ENT-012529,CP-003438
ENT-030787,CP-006879
ENT-018866,CP-066074
ENT-002691,CP-031797
ENT-093388,CP-067505
ENT-044477,CP-055075
ENT-044970,CP-033386
ENT-021215,CP-029191
ENT-068166,CP-018610
ENT-066742,CP-001717
ENT-071444,CP-008334
ENT-093198,CP-034543
ENT-000288,CP-008177
ENT-065008,CP-055284
ENT-072054,CP-039780
ENT-039424,CP-053087
ENT-050790,CP-044881
ENT-085477,CP-030059
ENT-000058,CP-055070
ENT-075204,CP-065417
ENT-006032,CP-022779
ENT-011428,CP-060892
ENT-035109,CP-037195
ENT-080361,CP-024012
ENT-029273,CP-001422
ENT-068593,CP-065427
ENT-015955,CP-029043
ENT-070557,CP-013964
ENT-067568,CP-061496
ENT-019077,CP-043151
ENT-084071,CP-053644
ENT-069577,CP-050125
ENT-031300,CP-045543
ENT-099416,CP-008915
ENT-093729,CP-052881
ENT-027430,CP-015539
ENT-087147,CP-033067
ENT-023534,CP-001840
ENT-068570,CP-063029
ENT-038063,CP-063590
ENT-026988,CP-053562
ENT-015056,CP-031958
ENT-047959,CP-002601
ENT-033387,CP-049329
ENT-076516,CP-019318
ENT-024258,CP-001664
ENT-046846,CP-056248
ENT-031896,CP-011372
ENT-046328,CP-015768
ENT-093499,CP-059567
ENT-026485,CP-041836
ENT-049917,CP-023134
ENT-094012,CP-066362
ENT-028640,CP-000947
ENT-024808,CP-051547
ENT-083877,CP-034480
ENT-075423,CP-053499
ENT-033471,CP-013478
ENT-094754,CP-018868
ENT-053854,CP-004707
ENT-075193,CP-061343
ENT-041466,CP-000760
ENT-054227,CP-059572
ENT-060151,CP-020300
ENT-010584,CP-048703
ENT-030842,CP-039245
ENT-018474,CP-003775
ENT-074340,CP-068852
ENT-099850,CP-005650
ENT-068771,CP-000300
ENT-049882,CP-045828
ENT-001847,CP-014296
ENT-089458,CP-027774
ENT-057590,CP-053358
ENT-048310,CP-042338
ENT-048966,CP-052955
ENT-093723,CP-004917
ENT-068392,CP-069131
ENT-040139,CP-064283
ENT-060868,CP-049750
ENT-093827,CP-006175
ENT-067929,CP-048926
ENT-030501,CP-038409
ENT-073464,CP-011823
ENT-094811,CP-059109
ENT-074663,CP-043489
ENT-087737,CP-051414
ENT-010933,CP-061599
ENT-096157,CP-019932
ENT-005802,CP-040460
ENT-091529,CP-026383
ENT-001994,CP-042610
ENT-070303,CP-041050
ENT-001535,CP-042436
ENT-080910,CP-055244
ENT-072276,CP-009436
ENT-098854,CP-059589
ENT-084148,CP-033749
ENT-071698,CP-019745
ENT-061280,CP-044948
ENT-071369,CP-066241
ENT-042968,CP-023586
ENT-054036,CP-037434
ENT-072462,CP-050441
ENT-010239,CP-022103
ENT-064122,CP-056773
ENT-048368,CP-004110
ENT-098660,CP-020954
ENT-028025,CP-050042
ENT-034543,CP-052592
ENT-033842,CP-011228
ENT-089645,CP-013922
ENT-088375,CP-063467
ENT-041460,CP-019702
ENT-004660,CP-061437
ENT-048710,CP-062662
ENT-016458,CP-014412
ENT-020995,CP-007251
ENT-071509,CP-025575
ENT-080200,CP-042479
ENT-026950,CP-001644
ENT-037901,CP-006144
ENT-003256,CP-020493
ENT-064337,CP-033353
ENT-019068,CP-068062
ENT-035351,CP-028086
ENT-031043,CP-020802
ENT-041305,CP-001300
ENT-055433,CP-012699
ENT-063754,CP-006719
ENT-001268,CP-048368
ENT-049308,CP-038979
ENT-088966,CP-068233
ENT-030332,CP-018218
ENT-051608,CP-031141
ENT-069430,CP-069182
ENT-028174,CP-066271
ENT-069401,CP-019156
ENT-076768,CP-007896
ENT-038797,CP-044167
ENT-064451,CP-067087
ENT-053055,CP-061656
ENT-006365,CP-027611
ENT-017058,CP-050678
ENT-055612,CP-032812
ENT-077283,CP-068191
ENT-003680,CP-047130
ENT-014701,CP-011130
ENT-051066,CP-054609
ENT-052575,CP-044126
ENT-050145,CP-016333
ENT-046885,CP-011453
ENT-020467,CP-044247
ENT-011018,CP-024616
ENT-000011,CP-025896
ENT-094677,CP-062915
ENT-087566,CP-016384
ENT-028786,CP-029335
ENT-098735,CP-067910
ENT-025465,CP-009233
ENT-060981,CP-064489
ENT-005979,CP-010384
ENT-038211,CP-045762
ENT-022142,CP-014897
ENT-016835,CP-004023
ENT-074946,CP-007641
ENT-040245,CP-065500
ENT-001636,CP-032326
ENT-048702,CP-036339
ENT-091230,CP-017561
ENT-032097,CP-060654
ENT-099073,CP-006654
ENT-083740,CP-062255
ENT-085345,CP-063697
ENT-072679,CP-061860
ENT-090602,CP-055452
ENT-034623,CP-040402
ENT-058154,CP-037837
ENT-031570,CP-001415
ENT-057525,CP-064716
ENT-000519,CP-002242
ENT-051369,CP-065254
ENT-000126,CP-041206
ENT-027279,CP-023189
ENT-082246,CP-053393
ENT-088498,CP-054332
ENT-022398,CP-010969
ENT-077723,CP-017735
ENT-094497,CP-012168
ENT-050139,CP-055412
ENT-028285,CP-060143
ENT-089104,CP-044817
ENT-055702,CP-004361
ENT-098515,CP-056936
ENT-071821,CP-017653
ENT-013594,CP-063991
ENT-025914,CP-031495
ENT-013468,CP-058740
ENT-079171,CP-052556
ENT-084463,CP-008452
ENT-044900,CP-067532
ENT-034686,CP-008031
ENT-013826,CP-027875
ENT-019737,CP-032689
ENT-094125,CP-013243
ENT-053030,CP-051334
ENT-054327,CP-004536
ENT-088667,CP-016851
ENT-044258,CP-064190
ENT-032005,CP-017869
ENT-077636,CP-028092
ENT-002555,CP-034005
ENT-079900,CP-020921
ENT-064267,CP-032179
ENT-064093,CP-003493
ENT-038279,CP-050641
ENT-074449,CP-032829
ENT-022789,CP-013859
ENT-007769,CP-066008
ENT-009501,CP-006136
ENT-016166,CP-027092
ENT-088379,CP-025215
ENT-067707,CP-021163
ENT-049540,CP-013065
ENT-005302,CP-015924
ENT-020137,CP-051112
ENT-085931,CP-049956
ENT-071233,CP-045598
ENT-063906,CP-050617
ENT-000890,CP-049366
